compound_lemma	order	cosine_head	cosine_mod	cosine_0:100	cosine_100:0	cosine_50:50	cosine_isolate.mul	cosine_isolate.add	cosine_best	weight_best	freq.w1&w2	freq.w1	freq.w2	pmi.w1&w2	ppmi.w1&w2	source	compound_surface	compound_lemmapos	headLemma	modifierLemma	nAnnot	compositionalityHead	stdevHead	compositionalityModifier	stdevModifier	compositionality	stdevHeadModifier	equivalents	sqerr_head	sqerr_mod	sqerr_50:50	sqerr_best
gros_plan	M_H	-0.0067743	0.14435	-0.0067743	0.14435	0.10969	0.0	0.068787	0.14435	1:0	5215	457374	993848	2.75862	2.75862	N/A	gros_plan	gros/a_plan/n	plan	gros	15	2.6667	1.7995	2.0000	1.4639	1.8667	1.4075	zoom(5);plan rapproché(2);cadrage serré(2);plan isolant un détail du corps(1);imposant(1);cadrage de près(1);en détail(1);cadrage(1);vue de visage(1);prise de vue rapprochée(1);rapprochement(1);macrophotographie(1);cadrage isolant(1);de près(1);plan de pres(1);zoom rapproché(1);plein écran(1);agrandissement(1);de pres(1);premier plan(1);point focal(1);vue de détail(1);important(1);plan serré(1);cadrage sur un détail(1);vue détaillée(1);en macro(1)	0.00134888354712	0.029644230625	0.032944065025	0.039535357225
guerre_civil	H_M	0.62114	0.13344	0.13344	0.62114	0.49365	0.2879	0.37729	0.62183	0.95392:0.046084	9075	512426	327256	4.30979	4.30979	N/A	guerre_civile	guerre/n_civil/a	guerre	civile	14	4.5714	0.7559	3.0714	1.7744	3.4286	1.2225	guerre intestine(3);guerre fratricide(2);conflit interne(2);soulèvement(2);révolte armée(1);conflit fratricide(1);conflit inter ethnique(1);conflit civil(1);soulevement populaire(1);putsch(1);guerre nationale(1);révolte(1);guerre interne(1);guerre population(1);révolution(1);conflit civile(1);combat(1);conflit armé(1);guerre interne à un pays(1);guerre ethnique(1);trouble(1);revolte(1);guerre au sein d'un même état(1);révolte du peuple(1);soulevement(1)	0.0107557641	0.0022619536	0.003733821025	0.015673788025
haut_parleur	M_H	0.15482	0.13221	0.15482	0.13221	0.20065	0.14307	0.14352	0.2013	0.45873:0.54127	4364	1006947	9621	6.42893	6.42893	N/A	haut_parleur	haut/a_parleur/n	parleur	haut	12	3.0000	1.7581	1.5000	1.5076	1.8333	1.5275	enceinte(5);baffle(3);boumeur(2);amplificateur sonore(1);speakers(1);parleur qui augmente le volume(1);enceinte acoustique(1);instrument qui magnifie le son(1);caisson(1);boumeur, woofer, enceinte, tweeter(1);baffe(1);woofer(1);enceinte stéréo(1);appareil électriques en sons audibles(1);enceintes(1);baffles(1);hautparleur(1);transducteur électroacoustique(1);amplificateur(1)	0.0005103081	0.070811871025	0.054599332225	0.0547513201
haut_mer	M_H	0.3881	0.069425	0.3881	0.069425	0.30568	0.16415	0.22876	0.38878	0.056618:0.94338	1580	1006947	423143	1.6292	1.6292	N/A	haute_mer	haut/a_mer/n	mer	haute	13	4.9231	0.2774	1.7692	1.7867	2.5385	1.6641	eaux internationales(4);pleine mer(3);grand large(2);éloignée des côtes(2);eaux(1);milieu de haute mer(1);mer profonde(1);mer qui n'appartient pas a l'état(1);eau profonde(1);loin des côtes(1);au milieu de la mer(1);bas fonds(1);large(1);au large(1);eau neutre(1);zone maritime(1);flots(1);loin du bord(1);mer éloignée des côtes(1);partie de la mer éloignée des côtes(1);loin de la côte(1)	0.0844309249	0.0327148612562	0.0210656196	0.0348531561
haut_montagne	M_H	0.5282	0.10641	0.5282	0.10641	0.41341	0.23708	0.31731	0.52835	0.023524:0.97648	3970	1006947	181267	3.39828	3.39828	N/A	haute_montagne	haut/a_montagne/n	montagne	haute	16	4.6250	1.0247	4.3750	1.2583	4.1250	1.4083	montagne(2);haute altitude(2);cime(2);lieu élevé(1);grande montagne(1);sommet(1);sur les sommets(1);de grande altitude(1);terrain élevé(1);en dessus des montagnes(1);montagne élevée(1);altitude(1);colline(1);forêts subalpines(1);pic montagneux(1);montagne de très haute altitude(1);point de sommet(1);montagne élévée(1);hauts sommets(1);sommet élevé(1);domaine de la montagne(1);altitude montagneuse(1);domaine des plus hauts sommets(1);alpine(1);en altitude(1);sommets(1);domaine des massifs(1);de grandes hauteurs(1);de hauts sommets(1);sommets montagneux(1);pas moyenne montagne(1)	0.02588881	0.103552022025	0.013993707025	0.003699680625
heure_supplémentaire	H_M	0.2606	0.29919	0.29919	0.2606	0.36359	0.27923	0.2799	0.36485	0.44986:0.55014	15385	3277804	207526	3.43737	3.43737	N/A	heure_supplémentaire	heure/n_supplémentaire/a	heure	supplémentaire	13	4.0000	1.4142	4.6923	0.4804	4.0000	1.0801	travail supplémentaire(5);heures au delà de 35(1);travail en plus(1);heures en plus(1);heure additionnel(1);travail au delà de la durée(1);surcharge de travail(1);heures de travail ajoutées(1);surtravail(1);heure sup(1);travailler plus longtemps(1);heure exceptionelle(1);heure travaillé en plus(1);heure de plus(1);temps de travail supplémentaire(1);heure additionnelle(1);charge supplémentaire(1);temps additionnel(1);supplémentairement(1);heure en plus(1)	0.02879809	0.083442988225	0.013972422025	0.013823880625
huile_essentiel	H_M	0.44951	0.064137	0.064137	0.44951	0.36746	0.1698	0.25682	0.45565	0.85823:0.14177	9714	203528	360030	5.20574	5.20574	N/A	huile_essentielle	huile/n_essentiel/a	huile	essentielle	16	4.3750	1.4083	2.0625	1.6919	2.2500	1.5706	essence(9);arôme(4);parfum(2);substance grasse(2);arome(1);essence végétale(1);naturelle(1);huile aux essences de plantes ou fruits(1);huile aux propriétés variées(1);aromatherapie(1);essences végétales(1);ingredient importante(1);produit pour le corps(1);concentré(1);medicament(1);huile embaumante(1);extrait de plantes(1);huiles naturelles(1);pures(1);composé essentiel(1);huile parfumée(1);huile extraite de plantes(1);huile concentré(1);extrait(1)	0.022573560025	0.0142966261923	0.0546297129	0.077186730625
idée_reçu	H_M	0.21026	0.013057	0.013057	0.21026	0.15324	0.052396	0.11166	0.21026	0.99978:0.000221	5792	663714	32124	5.92319	5.92319	N/A	idée_reçue	idée/n_reçu/a	idée	reçue	10	4.7000	0.6749	2.4000	1.8379	2.9000	1.7288	préjugé(4);idée faite d'avance(2);stéréotype(2);idée préconçue(2);cliché(2);a priori(2);topique(1);lieu commun(1);présomption(1);prejujé(1);idées préconçues(1);idées déjà faites d'avance(1);théorie(1);idées toutes faites(1);banalités(1);poncif(1)	0.1121379169	0.00070376131225	1.14244e-05	0.0006315169
insertion_professionnel	H_M	0.71488	0.67619	0.67619	0.71488	0.76742	0.69527	0.69554	0.76878	0.56398:0.43602	17573	162598	1298383	4.74037	4.74037	N/A	insertion_professionnelle	insertion/n_professionnel/a	insertion	professionnelle	11	3.8182	0.8739	4.8182	0.4045	4.2727	0.9045	employabilité(1);adaptation professionelle(1);ouverture au monde professionnel(1);inclusion(1);intégration économique d'une personne(1);insertion sociale(1);intégration au marché du travail(1);intégration dans la vie active(1);apprentissage(1);utilité professionnelle(1);intégration au monde du travail(1);insertion par le travail(1);insertion dans la vie professionnelle(1);réadaptation professionnelle(1);integration d'individus(1);travail(1);insertion en entreprise(1);assimilation du travail(1);intégration professionnelle(1);initiation à la vie professionnelle(1);inserer un element supplémentaire(1);trouver du travail(1);faire part des gens qui travaillent(1);intégration socio économique(1)	0.00879844	0.015761547025	0.0008508889	0.0008910225
intérêt_général	H_M	0.53719	0.28142	0.28142	0.53719	0.52018	0.38881	0.40931	0.55993	0.75396:0.24604	25390	603767	1729826	3.50955	3.50955	N/A	intérêt_général	intérêt/n_général/a	intérêt	général	14	4.3571	0.8419	4.3571	1.2157	4.3571	1.1507	intérêt public(5);intérêt commun(5);intérêt collectif(3);utilité publique(3);collectif(1);avantage général(1);commun(1);intérêt global(1);utilité(1);pour tous(1);esprit civique(1);but collectif(1);bien commun(1);bien être(1);bonne vie(1);importance publique(1);oeuvre(1);travail communautaire(1);intérêt de tous(1);utilité commune(1);intérêt sociétaire(1);methode(1)	0.010572980625	0.0532271041	0.0123943689	0.008364017025
jeune_fille	M_H	0.64609	0.61715	0.64609	0.61715	0.71936	0.63146	0.63162	0.71999	0.46144:0.53856	33414	1164692	374142	4.65829	4.65829	N/A	jeune_fille	jeune/a_fille/n	fille	jeune	14	4.7857	0.5789	4.8571	0.5345	4.6429	0.7449	adolescente(7);demoiselle(7);jeune femme(4);fille(3);gamine(2);nana(2);pucelle(1);enfant(1);fillette(1);petite fille(1);bambine(1);fille de jeune âge(1);femme(1);colombe(1);vieille fille(1)	0.017981469025	0.026518494025	0.00474721	0.004703902225
journal_officiel	H_M	0.046009	0.45764	0.45764	0.046009	0.31331	0.14511	0.25183	0.45764	0:1	33226	297536	344306	6.10043	6.10043	N/A	journal_officiel	journal/n_officiel/a	journal	officiel	10	4.5000	0.8498	4.9000	0.3162	4.5000	0.7071	quotidien officiel(2);bulletin(2);lois et décrets(1);carnet(1);évènements législatifs(1);publication gouvernemantale(1);lois du pays(1);article officiel(1);ublication gouvernementale(1);presse qui fait autorité(1);nouvelle officielle(1);publication officielle(1);publication solennelle(1);jorf(1);jo(1);journal des décrets(1);publication gouvernemental(1);journal de la république(1);publication gouvernementale(1);journal gouvernemental(1)	0.14212560702	0.0630913924	0.059216789025	0.0293025924
langue_français	H_M	0.6093	0.42169	0.42169	0.6093	0.6491	0.50689	0.5155	0.6672	0.65539:0.34461	35531	540126	1981097	3.82136	3.82136	N/A	langue_française	langue/n_français/a	langue	française	13	4.4615	1.3301	4.9231	0.2774	4.8462	0.5547	français(9);langue de molière(3);langue parlée en france(2);francophonie(2);langue françoise(1);language de france(1);langue des français(1);expression française(1);parler francais(1);langue populaire(1);langue des lumières(1);langage des français(1);langage français(1);langue de voltaire(1);langue en france(1);langue officielle de la france(1)	0.0076825225	0.074952750625	0.0209351961	0.0183982096
marée_noir	H_M	0.2192	0.013943	0.013943	0.2192	0.15094	0.055285	0.11657	0.2192	1:0	2054	26771	415050	5.53823	5.53823	N/A	marée_noire	marée/n_noir/a	marée	noire	16	2.4375	1.6721	3.6875	1.6621	3.0000	1.5916	nappe de pétrole(3);catastrophe écologique(2);petrole dans la mer(1);marée pétrolière(1);flot d'un produit pétrolier lourd(1);pollution pétrolière(1);pollution de la mer(1);pollution de l'eau(1);nappe de petrole(1);catastrophe(1);nappe(1);pollution par le pétrole(1);soutes des navires ou cargaison(1);catastrophe naturelle(1);marée de pétrole(1);catastrophe industrielle(1);pétrole dans la mer(1);nappe noire(1);accident industriel polluant(1);fioul noir sur les côtes(1);sinistre(1);déversement de pétrole(1);pollution des rivages(1);marée d'hydrocarbures(1);glissant(1);pollution maritime(1);nappe d'hydrocarbures(1);catastrophe industrielle et écologique(1);déversement d'hydrocarbures(1);nappe d'hydrocarbure(1);pétrole perdu(1);pollution(1)	0.01490841	0.0531433893123	0.0006017209	9.216e-05
match_nul	H_M	0.61939	0.23337	0.23337	0.61939	0.53441	0.38019	0.42638	0.62297	0.89645:0.10355	4214	217918	155737	5.14029	5.14029	N/A	match_nul	match/n_nul/a	match	nul	13	4.3846	1.3253	2.1538	2.2674	2.4615	2.1454	égalité(3);Égalité(3);Égalisation(1);ni vainqueur ni perdant(1);Égalité de score(1);match sans vainqueur(1);match sans gagnant(1);match sans score(1);sans gagnant(1);égalité de points(1);match sportif sans résultat(1);ex aequo(1);compétition(1);égalisation(1);match sans perdants(1);tournoi(1);egalite(1);absence de gagnant(1);egalisation(1);être à égalité(1);ex æquo(1);match sans vainqueurs(1);égalité de buts(1)	0.004519200625	0.034568105625	0.075572759025	0.101879064225
matière_gras	H_M	0.075133	0.23795	0.23795	0.075133	0.23151	0.13371	0.15654	0.25653	0.28099:0.71901	4960	709194	93184	4.63686	4.63686	N/A	matière_grasse	matière/n_gras/a	matière	grasse	13	4.7692	0.4385	5.0000	0.0000	5.0000	0.0000	gras(6);graisse(4);corps gras(2);lipide(2);lard(2);matière oléagineuse(1);saindoux(1);graisse.(1);huile(1);excretion(1);huiles(1);produit gras(1);substance(1);beurre(1);alimentation(1);graisses(1);huile d'olive.(1)	0.173283626802	0.145180050625	0.147644220025	0.138186910225
matière_gris	H_M	0.14252	0.09924	0.09924	0.14252	0.18257	0.11893	0.12088	0.18484	0.56987:0.43013	1061	709194	89230	3.13803	3.13803	N/A	matière_grise	matière/n_gris/a	matière	grise	13	3.3846	1.6093	1.9231	1.8913	2.1538	1.5730	cerveau(9);intelligence(7);cervelle(3);neurones(3);cerveaux(2);gens intelligents(1);intellegence(1);cadre(1);élite intellectuelle(1);substance grise(1);génies(1);intellectuels(1)	0.0111640356	0.027225	0.025768275625	0.0261339556
matière_premier	H_M	0.28553	0.03097	0.03097	0.28553	0.20813	0.094037	0.15825	0.28553	1:0	21148	709194	2836274	2.67133	2.67133	N/A	matière_première	matière/n_premier/a	matière	première	10	4.4000	1.3499	2.3000	1.6364	2.9000	1.3703	matière brute(5);produit de base(3);produit brut(3);ressource naturelle(2);produits de base(1);matière originelle(1);bien non manufacturé(1);base matérielle(1);matière non transformé(1);materièl(1);matière basique(1);matière à l'état brut(1);matière naturelle(1)	0.056280445225	0.003078585225	0.000579124225	0.003939445225
mauvais_foi	M_H	0.26171	0.39959	0.26171	0.39959	0.44236	0.32338	0.33065	0.45437	0.63198:0.36802	5351	277334	168930	5.05674	5.05674	N/A	mauvaise_foi	mauvais/a_foi/n	foi	mauvaise	16	1.7500	1.4376	3.5625	1.4127	2.3750	1.2583	tromperie(5);malhonnêteté(4);mauvaise volonté(3);mauvaise intention(3);menteur(2);déloyauté(2);perfidie(2);refus de confronter les faits(1);perversion(1);pas honnete(1);méchanceté(1);refus d'accommoder(1);malhonnete(1);indécent(1);malhonnêteté intellectuelle(1);mensonge(1);fraude(1);hypocrisie(1);intention de tromper(1);vilain(1);manque de sincérité(1);hypocrite(1)	0.078879531025	0.000161417025	0.0606045924	0.063597274225
mauvais_langue	M_H	-0.055435	0.10751	-0.055435	0.10751	0.038147	0.0	0.026036	0.10751	1:0	1662	277334	540126	2.72516	2.72516	N/A	mauvaise_langue	mauvais/a_langue/n	langue	mauvaise	14	1.6429	1.2774	4.0714	1.2067	2.2143	1.1217	calomniateur(4);médisant(3);personne médisante(2);menteur(2);propos envieus(1);medisant(1);racontars(1);critiqueuse(1);colporteur de ragots(1);cancaneuse(1);des méchants rumeurs(1);vampe(1);qui attise les conflits(1);inventeur d'histoires(1);colporteur(1);langue de vipère(1);bavard(1);envieux(1);hypocrite(1);torchon(1);langue de vipere(1);méchante(1);fourbe(1);langue de bois(1);parole(1);méchante langue(1)	0.0206504085063	0.067873275625	0.00580849758225	0.012297701025
montagne_russe	H_M	0.19012	-0.0030378	-0.0030378	0.19012	0.12268	0.0	0.09354	0.19012	1:0	452	181267	80612	3.75047	3.75047	N/A	montagnes_russes	montagne/n_russe/a	montagnes	russes	12	1.5833	1.7299	0.9167	1.4434	1.0833	1.5643	grand huit(4);attraction de fête foraine(2);roller coaster(2);attraction foraine(2);attraction forraine(1);attraction de grande vitesse(1);circuit de montées et descentes(1);jeux avec chariots sur railles(1);attraction de frissons(1);manège(1);vehicules rapides dans un parc(1);trajet sinueux(1);circuit de train fermé(1);manège sur rail(1);jeu de fête foraine(1);divertissement(1);colline(1);circuit fait de montées et de descentes(1);hauteur(1);jeux fête foraine(1)	0.07750656	0.0993139129092	0.1188043024	0.14318656
monument_historique	H_M	0.38623	0.239	0.239	0.38623	0.38762	0.30382	0.31261	0.40713	0.71908:0.28092	13427	93980	335675	6.37221	6.37221	N/A	monument_historique	monument/n_historique/a	monument	historique	14	4.6429	0.7449	4.7143	0.6112	4.7857	0.4258	édifice historique(2);emblème historique(1);classement(1);monument protégé(1);monument ancien(1);antiquité(1);monument ancien et classé(1);memorial(1);edifice(1);construction historique(1);bâtiment historique(1);mémorial(1);bâtisse(1);monument connu dans l'histoire(1);vieux bâtiment(1);Édifice(1);patrimoine monumental(1);statue(1);monument classé(1);vielle pierre(1);souvenir historique(1);batiment historique(1);œuvre de commémoration(1);batiment public(1);patrimoine architectural(1);monument ancient(1);arc de triomphe(1);monument commémoratif(1);patrimoine historique(1);chateau(1);panthéon(1)	0.055443766225	0.1045616896	0.0693426889	0.064300280625
mort_né	H_M	0.14775	0.10874	0.10874	0.14775	0.15789	0.12675	0.12825	0.1614	0.6474:0.3526	758	520307	22250	4.50033	4.50033	N/A	mort_né	mort/n_né/a	mort	né	13	4.6154	1.1209	3.5385	1.8081	3.2308	1.9644	mort à la naissance(4);gamin creuvé(1);mortinaissance(1);bébé(1);enfant mort(1);décédé à la naissance(1);mort avant naissance(1);né mort(1);décédé en naissant(1);bébé décédé(1);foetus décédé(1);qui échoue au commencement(1);déjà mort au moment de la naissance(1);petit ange(1);né sans signe de vie(1);mortinatalité(1);mort avant de naitre(1);cadavre(1);sans vis en droit français(1);mis au monde sans vie(1);mort au moment de la naissance(1);bébé mort(1);bébé mort à la naissance(1)	0.121944132025	0.0235100889	0.004517856225	0.0042850116
nouveau_monde	M_H	0.39103	0.13003	0.39103	0.13003	0.33856	0.22549	0.26053	0.39545	0.13633:0.86367	8993	3433329	1727547	0.734866	0.734866	N/A	nouveau_monde	nouveau/a_monde/n	monde	nouveau	15	3.2000	1.6987	2.6667	1.6330	2.7333	1.6242	amérique(9);nouveau continent(5);amériques(3);nouvelle terre(2);amerique(2);continent américain(2);des terres à l'ouest(1);monde étranger(1);moderne(1);nouvel age(1);nouveaux territoires(1);outre atlantique(1);continent(1);amérique du nord(1);amérique centrale(1);monde découvert(1);naissant(1)	0.003081915225	0.001003305625	0.0150356644	0.022820634225
nuit_blanc	H_M	0.32453	0.13324	0.13324	0.32453	0.27667	0.20794	0.22889	0.32486	0.95305:0.046949	2335	403119	468042	2.83439	2.83439	N/A	nuit_blanche	nuit/n_blanc/a	nuit	blanche	15	4.4000	0.8281	0.4667	0.9155	1.0667	1.0998	insomnie(8);nuit sans sommeil(8);nuit sans dormir(3);absence de sommeil(2);nuit sans repos(1);réveil toute la nuit(1);sans dormir(1);manque de sommeil(1);veille(1);veiller(1);nuis sans sommeil(1);veillée nocturne(1);arum(1);nuit éveillée(1);ne pas dormir(1)	0.047408530225	0.2239939584	0.180620750025	0.2016818281
numéro_vert	H_M	0.26358	0.050865	0.050865	0.26358	0.22008	0.11579	0.15722	0.26746	0.85254:0.14746	2929	359247	335803	3.50829	3.50829	N/A	numéro_vert	numéro/n_vert/a	numéro	vert	10	4.9000	0.3162	0.8000	1.6193	1.5000	1.5092	numéro gratuit(6);libre appel automatique(2);appel gratuit(2);numéro non géographique(1);numero spécial(1);numéro de téléphone(1);appel sans coût(1);ligne téléphonique gratuite(1);numéro spécial(1);numero d'appel(1);numéro qui commence par 08(1);numéro d'appel gratuit(1);numéro téléphonique non payant(1)	0.1212502041	0.133540912056	0.0961248016	0.1113757129
ordure_ménager	H_M	0.16714	0.12574	0.12574	0.16714	0.20863	0.14497	0.14644	0.21064	0.56864:0.43136	9506	28087	69374	8.81127	8.81127	N/A	ordure_ménagère	ordure/n_ménager/a	ordure	ménagère	15	4.6000	0.8281	4.2667	0.9612	4.2000	0.9411	poubelle(4);ordure domestique(3);déchets(3);déchet(2);déchets ménagers(2);poubelles(2);restes domestiques(1);débris(1);residu(1);ordures(1);déchet ménagé(1);dechet(1);déchet ménager(1);détritus(1);détritut(1);pubelles(1);salletes d'intérieur(1);saleté domestique(1);des déchets(1);déchets de la maison(1);déchets quotidiens(1);déchets des ménages(1);déchets domestiques(1)	0.1131851449	0.0843728209	0.055547419225	0.0550747024
organisation_syndical	H_M	0.2789	0.5423	0.5423	0.2789	0.49528	0.38891	0.4106	0.54842	0.14752:0.85248	18139	821342	123790	5.5027	5.5027	N/A	organisation_syndicale	organisation/n_syndical/a	organisation	syndicale	10	4.9000	0.3162	4.8000	0.6325	4.9000	0.3162	syndicat(7);organisation ouvrière(3);rassemblement ouvrier(1);syndicat social(1);représentation d'employés(1);syndicats(1);association de salariés(1);organisation d'employés(1);fédération(1);congregation(1);confederation(1);union syndicales(1);intersyndicale(1);association(1)	0.1159743025	0.0356643225	0.0539911696	0.0423495241
page_jaune	H_M	0.20437	0.044118	0.044118	0.20437	0.18144	0.094954	0.12424	0.21215	0.78468:0.21532	996	1664411	123365	1.89778	1.89778	N/A	pages_jaunes	page/n_jaune/a	pages	jaunes	10	4.5000	0.5270	3.4000	2.1705	3.0000	1.8257	annuaire téléphonique(6);bottin(2);annuaire(2);répertoire téléphonique(2);registre des enterprises(1);annuaire professionnelle(1);listes professionelles(1);annuaire du commerce(1);coordonnées de professionnels(1);liste de téléphones professionnels(1);télécontact(1);annuaire commercial(1);annuaires téléphonique(1);pages professionnelles(1)	0.088693774225	0.024945359481	8.61184e-05	3.6905625e-05
parachute_doré	H_M	0.1598	-0.010109	-0.010109	0.1598	0.10054	0.0	0.074845	0.1598	1:0	552	7343	28081	8.21112	8.21112	N/A	parachute_doré	parachute/n_doré/a	parachute	doré	12	0.5000	1.1677	1.0000	1.4771	0.5000	1.0000	prime de départ(4);parachute en or(3);prime(2);conditions royales(1);golden parachute(1);bonus de retraite patronale(1);clause contractuelle(1);dédommagement financier élevé(1);bonus de départ(1);compensation(1);grande compensation(1);parachute monetaire(1);ulm(1);indemnité(1);prime de licenciement(1);protection de licenciement(1);indemnisation patronale(1);indemnité de départ(1);indemnite de licenciement(1)	0.23030401	0.0869928479702	0.2027430729	0.23030401
parc_naturel	H_M	0.49227	0.30595	0.30595	0.49227	0.50732	0.38808	0.39911	0.52929	0.68954:0.31046	13719	297008	448364	4.95358	4.95358	N/A	parc_naturel	parc/n_naturel/a	parc	naturel	12	4.4167	0.7930	4.5833	0.6686	4.3333	0.9847	réserve naturelle(5);parc national(4);réserve(3);parc régional(2);parc non planté par l'homme(1);réserves écologique(1);parc(1);région protégée(1);jardin public(1);parc protégé(1);parc préservée(1);nature préservée(1);parc regional(1);jardin(1);parc créé par la nature(1);réserve écologique(1);reserve naturelle(1)	0.018825212025	0.069529779225	0.012769	0.010407060225
parti_politique	H_M	0.47764	0.42219	0.42219	0.47764	0.52207	0.44906	0.44992	0.52492	0.58894:0.41106	17410	364142	1813985	3.59038	3.59038	N/A	parti_politique	parti/n_politique/a	parti	politique	16	4.7500	0.6831	4.8750	0.3416	4.8750	0.3416	groupement politique(3);association politique(3);groupe politique(3);formation politique(3);organisation politique(2);opinions(1);organisations politiques(1);force politique(1);proposition(1);couleur politique(1);groupe d'une idéologie(1);faction politique(1);mouvements politique(1);groupes politiques(1);clan du pouvoir(1);parti d'opinion(1);rassemblement politique(1);assaciation politique(1);pouvoir(1);camp(1);appartenance politique(1);regroupement de politiques(1);position(1);groupement d'idées(1);mouvement(1)	0.0445969924	0.069645849025	0.045781021225	0.0451732516
parti_pris	H_M	0.18381	0.032051	0.032051	0.18381	0.13998	0.076755	0.10793	0.18381	1:0	5670	364142	17900	7.08701	7.08701	N/A	parti_pris	parti/n_pris/a	parti	pris	13	2.3846	1.7097	3.0769	1.4412	2.6923	1.3775	préjugé(6);opinion préconçue(3);partialité(3);préférence(2);idée préconçue(2);clan(1);fondement de base(1);penchant(1);opinion intelectuelle(1);avis personnel(1);prise de position(1);position subjective(1);opinion(1);biais(1);ideologie(1);avis(1);manque d'objectivité(1);position(1);a priori(1);fanatisme(1);obstinément(1)	0.013221550225	0.00987131667025	0.0009941409	0.002856368025
partie_fin	H_M	-0.054471	0.048767	0.048767	-0.054471	-0.0038106	0.0	-0.0028519	0.048767	0:1	1887	1357685	1212580	0.45511	0.45511	N/A	partie_fine	partie/n_fin/a	partie	fine	15	2.2667	1.5337	0.8667	1.3558	0.8000	1.1464	orgie(4);partouze(4);partie de débauche(2);rencontre érotique(2);rencontre(1);libertines(1);rencontre à caractère érotique(1);échangisme(1);partie carrée(1);plaisirs sexuels collectifs(1);réunion sexuelle(1);sexe en groupe(1);discret moment de plaisirs sexuels(1);dsk(1);orgies(1);bacchanale(1);réunion de plusieurs personnes(1);partie avec des activités sexuels(1);reunion coquine(1);sexe de groupe(1);partouse(1);fête classe(1);plan échangiste(1);excès de plaisir et de débauche(1);rencontres érotiques(1);soirée cossue(1)	0.00037731120025	0.123231538892	0.114308026168	0.132775335072
petit_ami	M_H	0.26702	0.25337	0.26702	0.25337	0.31445	0.26011	0.2602	0.31469	0.47152:0.52848	5236	2203458	598120	1.69815	1.69815	N/A	petit_ami	petit/a_ami/n	ami	petit	14	3.5714	1.6968	0.2857	0.6112	0.8571	0.9493	amant(7);copain(6);amoureux(4);petit copain(4);partenaire(2);fiancé(2);ami en amour(1);copin(1);mec(1);copaun(1);flirt(1);compagnon(1);ami romantic(1)	0.0065237929	0.324381507025	0.236006498025	0.236123105625
petit_beurre	M_H	0.26238	0.21991	0.26238	0.21991	0.30711	0.24021	0.24115	0.30902	0.4292:0.5708	749	2203458	90241	1.64488	1.64488	N/A	petit_beurre	petit/a_beurre/n	beurre	petit	14	1.2857	1.2666	2.7143	1.6838	1.6429	1.4991	biscuit(5);gâteau sec(4);biscuit sec(2);biscuit sablé(2);petit gâteau(2);beurres coupé en morceaux(1);gâteaux secs(1);beurre(1);cracker sucré(1);vpb(1);biscuits au beurre(1);galette(1);petit gâteau sec au beurre(1);biscuit au beurre(1);petit lu(1);véritable petit beurre(1);galette au beurre(1);gâteau au beurre(1);gateau sec(1);petit sablé(1)	0.1399134025	0.004501739025	0.105608750625	0.1062303649
petit_déjeuner	M_H	0.63503	0.21602	0.63503	0.21602	0.5504	0.37038	0.42553	0.64191	0.13424:0.86576	27833	2203458	103894	5.11923	5.11923	N/A	petit_déjeuner	petit/a_déjeuner/n	déjeuner	petit	15	3.8667	1.3558	1.7333	1.2799	2.2667	1.3345	repas du matin(6);premier repas(5);breakfast(3);repas(3);déjeuner(2);premier repas de la journée(2);alimentation(1);repas matinal(1);casse croûte matinal(1);déjeuner court(1);nourriture apres réveil(1);petit souper(1);repas avant le déjeuner(1);premier repas du jour(1);petit dej(1);matin(1);nourriture(1);brunch(1)	0.001951430625	0.0683038225	0.1035938596	0.135140788225
petit_joueur	M_H	0.24553	0.18997	0.24553	0.18997	0.27609	0.21597	0.21775	0.27976	0.39502:0.60498	489	2203458	252156	0.190939	0.190939	N/A	petit_joueur	petit/a_joueur/n	joueur	petit	15	2.2667	1.6242	1.4000	1.2421	1.0000	1.1339	amateur(5);débutant(2);petit bras(2);insignifiant(1);joueur occasionnel(1);médiocre(1);personne timorée(1);pas assez endurant(1);personnage de peu d'envergure(1);trouillard(1);petite influenceur(1);peureux(1);personne prudented(1);celui qui jamais ne prend de risque(1);épicier(1);poule mouillée(1);incompétent(1);quelqu'un qui se contente de peu(1);joueur débutant(1);froussard(1);guignol(1);petite bite(1);joueur peu courageux(1);petit parieur(1);petit poisson(1);personne ne prenant pas de risques(1);joueur inexpérimenté(1)	0.028704830625	0.099215550225	0.191883422025	0.1934944144
petit_pois	M_H	0.27531	0.21765	0.27531	0.21765	0.31167	0.24479	0.24648	0.31521	0.40237:0.59763	4009	2203458	21266	4.76781	4.76781	N/A	petit_pois	petit/a_pois/n	pois	petit	14	4.7143	0.7263	4.2857	1.3828	4.1429	1.0271	pois vert(4);pois(3);pois potagers(3);pois de jardins(2);légume(2);verdure(1);petit légume vert et rond(1);variété de graine, fraîche ou sèche(1);légumes verts(1);pois commun(1);lentilles(1);graine(1);pois cassé(1);petits pois verts(1);graine verte(1);pois cassés(1);pois des jardins(1);variété de pois(1);grain d'haricot(1);graine comestible verte(1);pois cassé frais(1)	0.093150092025	0.061660339225	0.029840835025	0.029232450625
